allow,in,eth0,udp,100,.100.0.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.68.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.155.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.9.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.51.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.13.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.162.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.15.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.183.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.190.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.170.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.250.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.62.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.171.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.49.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.28.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.249.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.176.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.92.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.7.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.25.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.218.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.44.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.88.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.52.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.219.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.34.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.213.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,tcp,100,.100.77.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.207.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.85.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.237.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.103.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.166.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.42.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.246.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.121.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.29.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.209.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.219.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.106.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.140.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.61.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.188.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.233.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.39.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.45.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.13.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.216.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.159.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.187.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.204.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.227.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.135.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.199.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.135.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.245.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.182.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.97.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.138.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.44.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.60.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.220.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.73.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.14.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.84.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.23.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.251.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.208.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.154.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.56.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.30.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.86.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.43.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.137.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.48.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.8.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.169.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.178.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,udp,100,.100.116.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.171.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.67.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.146.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.177.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,tcp,100,.100.142.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.156.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.197.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.93.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,tcp,100,.100.136.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,tcp,100,.100.202.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.94.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.181.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.70.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.129.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,tcp,100,.100.195.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,tcp,100,.100.160.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.133.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.125.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.71.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.185.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.83.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.199.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.221.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.187.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.128.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.6.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.88.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.10.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.116.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.16.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.4.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.112.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,192,.168.128.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.172.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.69.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.24.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.190.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.172.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.37.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.132.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.146.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.205.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.87.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.84.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.152.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,udp,100,.100.126.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,100,.100.117.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.204.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.192.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.14.0/16,80,161,.246.34.11/16,80,
deny,in,eth0,tcp,100,.100.236.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.201.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.215.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.185.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.244.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,100,.100.196.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,tcp,192,.168.189.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,tcp,100,.100.144.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,udp,100,.100.212.0/16,21,161,.246.34.21/16,21,
deny,in,eth0,tcp,100,.100.210.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,100,.100.238.0/16,80,161,.246.34.11/16,80,
allow,in,eth0,udp,192,.168.214.0/16,21,161,.246.34.21/16,21,
allow,in,eth0,tcp,192,.168.115.0/16,80,161,.246.34.11/16,80,
