Allow,TCP,192.168.80.149/24,21,161.246.34.21/16,21
Allow,TCP,10.10.80.250/24,80,161.246.34.11/16,80
Allow,TCP,10.10.80.124/24,80,161.246.34.11/16,80
Allow,TCP,192.168.70.222/24,21,161.246.34.21/16,21
Allow,TCP,192.168.80.159/24,80,161.246.34.11/16,80
Allow,TCP,192.168.80.215/24,80,161.246.34.11/16,80
Allow,TCP,10.10.90.141/24,80,161.246.34.11/16,80
Allow,TCP,10.10.80.93/24,80,161.246.34.11/16,80
Allow,TCP,192.168.70.167/24,21,161.246.34.21/16,21
Allow,TCP,10.10.90.236/24,80,161.246.34.11/16,80
Allow,TCP,192.168.80.89/24,21,161.246.34.21/16,21
Allow,TCP,192.168.80.93/24,80,161.246.34.11/16,80
Allow,TCP,192.168.90.212/24,21,161.246.34.21/16,21
Allow,TCP,192.168.80.124/24,80,161.246.34.11/16,80
Allow,TCP,192.168.70.105/24,80,161.246.34.11/16,80
Deny,TCP,10.10.90.242/24,21,161.246.34.21/16,21
Allow,TCP,192.168.80.134/24,80,161.246.34.11/16,80
Allow,TCP,192.168.70.239/24,21,161.246.34.21/16,21
Allow,TCP,192.168.80.244/24,80,161.246.34.11/16,80
Deny,TCP,10.10.90.191/24,21,161.246.34.21/16,21
Allow,TCP,192.168.70.53/24,80,161.246.34.11/16,80
Allow,TCP,192.168.70.142/24,80,161.246.34.11/16,80
Allow,TCP,10.10.80.61/24,80,161.246.34.11/16,80
Allow,TCP,192.168.90.65/24,21,161.246.34.21/16,21
Allow,TCP,192.168.80.131/24,21,161.246.34.21/16,21
Allow,TCP,10.10.80.214/24,80,161.246.34.11/16,80
Allow,TCP,10.10.80.156/24,80,161.246.34.11/16,80
Deny,TCP,10.10.90.202/24,21,161.246.34.21/16,21
Allow,TCP,192.168.90.121/24,80,161.246.34.11/16,80
Allow,TCP,10.10.90.3/24,80,161.246.34.11/16,80
Allow,TCP,192.168.80.212/24,80,161.246.34.11/16,80
Allow,TCP,192.168.80.251/24,80,161.246.34.11/16,80
Allow,TCP,192.168.80.106/24,21,161.246.34.21/16,21
Allow,TCP,192.168.90.75/24,80,161.246.34.11/16,80
Allow,TCP,192.168.90.248/24,80,161.246.34.11/16,80
Allow,TCP,192.168.80.36/24,21,161.246.34.21/16,21
Allow,TCP,192.168.90.149/24,80,161.246.34.11/16,80
Deny,TCP,10.10.90.93/24,21,161.246.34.21/16,21
Allow,TCP,192.168.90.143/24,80,161.246.34.11/16,80
Deny,TCP,10.10.80.227/24,21,161.246.34.21/16,21
Allow,TCP,192.168.90.150/24,21,161.246.34.21/16,21
Allow,TCP,192.168.70.150/24,21,161.246.34.21/16,21
Allow,TCP,10.10.80.122/24,80,161.246.34.11/16,80
Allow,TCP,192.168.90.239/24,80,161.246.34.11/16,80
Deny,TCP,10.10.80.235/24,21,161.246.34.21/16,21
Allow,TCP,192.168.80.99/24,21,161.246.34.21/16,21
Allow,TCP,10.10.80.252/24,80,161.246.34.11/16,80
Deny,TCP,10.10.90.143/24,21,161.246.34.21/16,21
Allow,TCP,192.168.70.35/24,21,161.246.34.21/16,21
Deny,TCP,10.10.80.81/24,21,161.246.34.21/16,21
Allow,TCP,192.168.70.138/24,80,161.246.34.11/16,80
Allow,TCP,192.168.90.202/24,21,161.246.34.21/16,21
Allow,TCP,192.168.70.132/24,21,161.246.34.21/16,21
Allow,TCP,10.10.90.35/24,80,161.246.34.11/16,80
Allow,TCP,192.168.90.172/24,21,161.246.34.21/16,21
Allow,TCP,192.168.70.163/24,80,161.246.34.11/16,80
Allow,TCP,10.10.90.86/24,80,161.246.34.11/16,80
Deny,TCP,10.10.80.11/24,21,161.246.34.21/16,21
Allow,TCP,10.10.90.115/24,80,161.246.34.11/16,80
Deny,TCP,10.10.90.188/24,21,161.246.34.21/16,21
Allow,TCP,192.168.90.92/24,80,161.246.34.11/16,80
Allow,TCP,192.168.90.6/24,80,161.246.34.11/16,80
Allow,TCP,192.168.70.157/24,80,161.246.34.11/16,80
Deny,TCP,10.10.80.145/24,21,161.246.34.21/16,21
Allow,TCP,192.168.70.219/24,21,161.246.34.21/16,21
Allow,TCP,192.168.90.18/24,21,161.246.34.21/16,21
Allow,TCP,192.168.70.125/24,80,161.246.34.11/16,80
Deny,TCP,10.10.90.57/24,21,161.246.34.21/16,21
Allow,TCP,192.168.70.123/24,80,161.246.34.11/16,80
Allow,TCP,192.168.90.170/24,80,161.246.34.11/16,80
Allow,TCP,192.168.90.195/24,21,161.246.34.21/16,21
Deny,TCP,10.10.90.189/24,21,161.246.34.21/16,21
Allow,TCP,192.168.90.171/24,21,161.246.34.21/16,21
Allow,TCP,10.10.90.99/24,80,161.246.34.11/16,80
Allow,TCP,192.168.90.41/24,80,161.246.34.11/16,80
Allow,TCP,192.168.70.129/24,21,161.246.34.21/16,21
Allow,TCP,192.168.80.145/24,80,161.246.34.11/16,80
Allow,TCP,192.168.70.41/24,21,161.246.34.21/16,21
Allow,TCP,192.168.70.1/24,21,161.246.34.21/16,21
Allow,TCP,192.168.70.9/24,21,161.246.34.21/16,21
Allow,TCP,10.10.90.219/24,80,161.246.34.11/16,80
Allow,TCP,192.168.80.167/24,21,161.246.34.21/16,21
Allow,TCP,10.10.80.103/24,80,161.246.34.11/16,80
Allow,TCP,192.168.80.1/24,80,161.246.34.11/16,80
Deny,TCP,10.10.80.225/24,21,161.246.34.21/16,21
Allow,TCP,10.10.90.108/24,80,161.246.34.11/16,80
Allow,TCP,192.168.70.233/24,21,161.246.34.21/16,21
Allow,TCP,192.168.90.225/24,80,161.246.34.11/16,80
Allow,TCP,192.168.90.116/24,80,161.246.34.11/16,80
Allow,TCP,192.168.90.30/24,21,161.246.34.21/16,21
Allow,TCP,192.168.80.186/24,80,161.246.34.11/16,80
Allow,TCP,192.168.70.60/24,21,161.246.34.21/16,21
Allow,TCP,192.168.80.4/24,80,161.246.34.11/16,80
Allow,TCP,192.168.70.231/24,80,161.246.34.11/16,80
Allow,TCP,10.10.90.171/24,80,161.246.34.11/16,80
Allow,TCP,192.168.90.186/24,80,161.246.34.11/16,80
Allow,TCP,192.168.90.206/24,80,161.246.34.11/16,80
Allow,TCP,10.10.90.91/24,80,161.246.34.11/16,80
Allow,TCP,192.168.70.114/24,21,161.246.34.21/16,21
Allow,TCP,192.168.70.3/24,21,161.246.34.21/16,21
Allow,TCP,10.10.80.83/24,80,161.246.34.11/16,80
Allow,TCP,192.168.70.227/24,80,161.246.34.11/16,80
Allow,TCP,192.168.80.204/24,80,161.246.34.11/16,80
Allow,TCP,192.168.90.83/24,80,161.246.34.11/16,80
Allow,TCP,192.168.90.20/24,80,161.246.34.11/16,80
Allow,TCP,192.168.90.177/24,21,161.246.34.21/16,21
Deny,TCP,10.10.80.17/24,21,161.246.34.21/16,21
Deny,TCP,10.10.90.48/24,21,161.246.34.21/16,21
Allow,TCP,192.168.70.48/24,80,161.246.34.11/16,80
Allow,TCP,10.10.80.102/24,80,161.246.34.11/16,80
Allow,TCP,10.10.90.234/24,80,161.246.34.11/16,80
Allow,TCP,192.168.90.47/24,21,161.246.34.21/16,21
Allow,TCP,10.10.80.217/24,80,161.246.34.11/16,80
Allow,TCP,10.10.80.91/24,80,161.246.34.11/16,80
Allow,TCP,192.168.90.96/24,80,161.246.34.11/16,80
Allow,TCP,192.168.80.24/24,80,161.246.34.11/16,80
Deny,TCP,10.10.80.35/24,21,161.246.34.21/16,21
Allow,TCP,192.168.80.162/24,80,161.246.34.11/16,80
Allow,TCP,192.168.70.202/24,80,161.246.34.11/16,80
Deny,TCP,10.10.90.146/24,21,161.246.34.21/16,21
Allow,TCP,192.168.90.91/24,21,161.246.34.21/16,21
Allow,TCP,192.168.70.145/24,80,161.246.34.11/16,80
Allow,TCP,192.168.90.54/24,80,161.246.34.11/16,80
Allow,TCP,10.10.90.11/24,80,161.246.34.11/16,80
